"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","tz_cd"
"USGS","12508769",1981-07-06,"12:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,42,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-06 19:10:00,"UTC"
"USGS","12508769",1981-07-06,"13:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,34,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-06 20:10:00,"UTC"
"USGS","12508769",1981-07-06,"14:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,27,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-06 21:10:00,"UTC"
"USGS","12508769",1981-07-06,"15:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,27,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-06 22:10:00,"UTC"
"USGS","12508769",1981-07-06,"16:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,27,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-06 23:10:00,"UTC"
"USGS","12508769",1981-07-06,"17:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,20,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 00:10:00,"UTC"
"USGS","12508769",1981-07-06,"18:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,22,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 01:10:00,"UTC"
"USGS","12508769",1981-07-06,"19:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,30,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 02:10:00,"UTC"
"USGS","12508769",1981-07-06,"20:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,25,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 03:10:00,"UTC"
"USGS","12508769",1981-07-06,"21:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,18,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 04:10:00,"UTC"
"USGS","12508769",1981-07-06,"22:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,21,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 05:10:00,"UTC"
"USGS","12508769",1981-07-06,"23:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,34,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 06:10:00,"UTC"
"USGS","12508769",1981-07-07,"00:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,79,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 07:10:00,"UTC"
"USGS","12508769",1981-07-07,"01:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,132,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 08:10:00,"UTC"
"USGS","12508769",1981-07-07,"02:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,50,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 09:10:00,"UTC"
"USGS","12508769",1981-07-07,"03:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,106,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 10:10:00,"UTC"
"USGS","12508769",1981-07-07,"04:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,147,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 11:10:00,"UTC"
"USGS","12508769",1981-07-07,"05:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,154,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 12:10:00,"UTC"
"USGS","12508769",1981-07-07,"06:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,152,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 13:10:00,"UTC"
"USGS","12508769",1981-07-07,"07:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,151,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 14:10:00,"UTC"
"USGS","12508769",1981-07-07,"08:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,142,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 15:10:00,"UTC"
"USGS","12508769",1981-07-07,"09:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,139,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 16:10:00,"UTC"
"USGS","12508769",1981-07-07,"10:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,142,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 17:10:00,"UTC"
"USGS","12508769",1981-07-07,"11:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,132,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 18:10:00,"UTC"
"USGS","12508769",1981-07-07,"12:35",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,133,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-07 19:35:00,"UTC"
"USGS","12508769",1981-07-16,"12:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,170,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-16 19:20:00,"UTC"
"USGS","12508769",1981-07-20,"12:54",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,990,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-20 19:54:00,"UTC"
"USGS","12508769",1981-07-23,"11:50",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,422,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-23 18:50:00,"UTC"
"USGS","12508769",1981-07-29,"10:50",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,120,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-29 17:50:00,"UTC"
"USGS","12508769",1981-07-30,"11:25",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,119,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-07-30 18:25:00,"UTC"
"USGS","12508769",1981-08-03,"11:40",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,132,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-03 18:40:00,"UTC"
"USGS","12508769",1981-08-06,"13:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,131,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-06 20:20:00,"UTC"
"USGS","12508769",1981-08-06,"14:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,151,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-06 21:20:00,"UTC"
"USGS","12508769",1981-08-06,"15:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,120,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-06 22:20:00,"UTC"
"USGS","12508769",1981-08-06,"16:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,162,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-06 23:20:00,"UTC"
"USGS","12508769",1981-08-06,"17:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,133,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 00:20:00,"UTC"
"USGS","12508769",1981-08-06,"18:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,164,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 01:20:00,"UTC"
"USGS","12508769",1981-08-06,"19:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,149,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 02:20:00,"UTC"
"USGS","12508769",1981-08-06,"20:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,151,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 03:20:00,"UTC"
"USGS","12508769",1981-08-06,"21:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,146,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 04:20:00,"UTC"
"USGS","12508769",1981-08-06,"22:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,143,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 05:20:00,"UTC"
"USGS","12508769",1981-08-06,"23:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,135,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 06:20:00,"UTC"
"USGS","12508769",1981-08-07,"00:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,137,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 07:20:00,"UTC"
"USGS","12508769",1981-08-07,"01:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,105,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 08:20:00,"UTC"
"USGS","12508769",1981-08-07,"02:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,128,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 09:20:00,"UTC"
"USGS","12508769",1981-08-07,"03:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,107,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 10:20:00,"UTC"
"USGS","12508769",1981-08-07,"04:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,118,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 11:20:00,"UTC"
"USGS","12508769",1981-08-07,"05:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,91,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 12:20:00,"UTC"
"USGS","12508769",1981-08-07,"06:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,98,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 13:20:00,"UTC"
"USGS","12508769",1981-08-07,"07:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,95,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 14:20:00,"UTC"
"USGS","12508769",1981-08-07,"08:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,72,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 15:20:00,"UTC"
"USGS","12508769",1981-08-07,"09:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,92,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 16:20:00,"UTC"
"USGS","12508769",1981-08-07,"10:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,74,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 17:20:00,"UTC"
"USGS","12508769",1981-08-07,"11:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,93,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 18:20:00,"UTC"
"USGS","12508769",1981-08-07,"12:07",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,90,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 19:07:00,"UTC"
"USGS","12508769",1981-08-07,"12:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,84,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-07 19:20:00,"UTC"
"USGS","12508769",1981-08-10,"13:25",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,148,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-10 20:25:00,"UTC"
"USGS","12508769",1981-08-13,"12:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,124,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-13 19:10:00,"UTC"
"USGS","12508769",1981-08-17,"12:55",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,86,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-17 19:55:00,"UTC"
"USGS","12508769",1981-08-20,"12:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,74,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-20 19:45:00,"UTC"
"USGS","12508769",1981-08-24,"12:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,64,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-24 19:30:00,"UTC"
"USGS","12508769",1981-08-27,"11:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,68,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-27 18:10:00,"UTC"
"USGS","12508769",1981-08-31,"10:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,84,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-08-31 17:45:00,"UTC"
"USGS","12508769",1981-09-03,"11:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,90,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 18:45:00,"UTC"
"USGS","12508769",1981-09-03,"12:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,87,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 19:45:00,"UTC"
"USGS","12508769",1981-09-03,"13:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,74,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 20:45:00,"UTC"
"USGS","12508769",1981-09-03,"14:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,70,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 21:45:00,"UTC"
"USGS","12508769",1981-09-03,"15:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,69,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 22:45:00,"UTC"
"USGS","12508769",1981-09-03,"16:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,83,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-03 23:45:00,"UTC"
"USGS","12508769",1981-09-03,"17:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,64,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 00:45:00,"UTC"
"USGS","12508769",1981-09-03,"18:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,63,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 01:45:00,"UTC"
"USGS","12508769",1981-09-03,"19:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,57,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 02:45:00,"UTC"
"USGS","12508769",1981-09-03,"20:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,63,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 03:45:00,"UTC"
"USGS","12508769",1981-09-03,"21:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,94,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 04:45:00,"UTC"
"USGS","12508769",1981-09-03,"22:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,68,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 05:45:00,"UTC"
"USGS","12508769",1981-09-03,"23:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,58,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 06:45:00,"UTC"
"USGS","12508769",1981-09-04,"00:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,49,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 07:45:00,"UTC"
"USGS","12508769",1981-09-04,"01:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,55,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 08:45:00,"UTC"
"USGS","12508769",1981-09-04,"02:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,61,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 09:45:00,"UTC"
"USGS","12508769",1981-09-04,"03:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,58,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 10:45:00,"UTC"
"USGS","12508769",1981-09-04,"04:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,68,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 11:45:00,"UTC"
"USGS","12508769",1981-09-04,"05:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,58,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 12:45:00,"UTC"
"USGS","12508769",1981-09-04,"06:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,62,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 13:45:00,"UTC"
"USGS","12508769",1981-09-04,"07:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,81,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 14:45:00,"UTC"
"USGS","12508769",1981-09-04,"08:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,59,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 15:45:00,"UTC"
"USGS","12508769",1981-09-04,"09:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,54,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 16:45:00,"UTC"
"USGS","12508769",1981-09-04,"10:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,57,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 17:45:00,"UTC"
"USGS","12508769",1981-09-04,"11:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,55,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-04 18:00:00,"UTC"
"USGS","12508769",1981-09-08,"11:05",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,56,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-08 18:05:00,"UTC"
"USGS","12508769",1981-09-10,"12:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,78,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-10 19:10:00,"UTC"
"USGS","12508769",1981-09-14,"11:35",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,44,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-14 18:35:00,"UTC"
"USGS","12508769",1981-09-17,"11:43",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,32,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-17 18:43:00,"UTC"
"USGS","12508769",1981-09-21,"12:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,153,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-21 19:00:00,"UTC"
"USGS","12508769",1981-09-24,"10:20",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,57,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-24 17:20:00,"UTC"
"USGS","12508769",1981-09-28,"10:46",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,16,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-09-28 17:46:00,"UTC"
"USGS","12508769",1981-10-02,"14:37",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,46,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-10-02 21:37:00,"UTC"
"USGS","12508769",1981-10-05,"12:55",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,105,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-10-05 19:55:00,"UTC"
"USGS","12508769",1981-10-08,"15:20",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,30,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-10-08 22:20:00,"UTC"
"USGS","12508769",1981-10-13,"10:50",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,60,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",1981-10-13 17:50:00,"UTC"
"USGS","12508775",1980-02-19,"13:25",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,30800,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",1980-02-19 21:25:00,"UTC"
"USGS","12508775",1980-02-20,"13:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,44000,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",1980-02-20 21:10:00,"UTC"
"USGS","12508775",1980-02-21,"14:10",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,2160,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",1980-02-21 22:10:00,"UTC"
"USGS","12508775",1980-04-23,"12:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"80154",NA,3200,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",1980-04-23 20:45:00,"UTC"
